case,case_index,case_count,Vv,tip_deflection,case_dir,gamma_semispan,vsp3_path,deflection_csv_path,stab_path,passed,vspaero_passed,error
vv_0p00100_wtip_0p00000,1,286,0.001,0.0,vv_0p00100_wtip_0p00000,13.5,vv_0p00100_wtip_0p00000\vv_0p00100_wtip_0p00000.vsp3,vv_0p00100_wtip_0p00000\vv_0p00100_wtip_0p00000_deflection.csv,vv_0p00100_wtip_0p00000\vv_0p00100_wtip_0p00000.stab,True,True,
vv_0p00100_wtip_0p10000,2,286,0.001,0.1,vv_0p00100_wtip_0p10000,13.5,vv_0p00100_wtip_0p10000\vv_0p00100_wtip_0p10000.vsp3,vv_0p00100_wtip_0p10000\vv_0p00100_wtip_0p10000_deflection.csv,vv_0p00100_wtip_0p10000\vv_0p00100_wtip_0p10000.stab,True,True,
vv_0p00100_wtip_0p20000,4,286,0.001,0.2,vv_0p00100_wtip_0p20000,13.5,vv_0p00100_wtip_0p20000\vv_0p00100_wtip_0p20000.vsp3,vv_0p00100_wtip_0p20000\vv_0p00100_wtip_0p20000_deflection.csv,vv_0p00100_wtip_0p20000\vv_0p00100_wtip_0p20000.stab,True,True,
vv_0p00100_wtip_0p30000,5,286,0.001,0.3,vv_0p00100_wtip_0p30000,13.5,vv_0p00100_wtip_0p30000\vv_0p00100_wtip_0p30000.vsp3,vv_0p00100_wtip_0p30000\vv_0p00100_wtip_0p30000_deflection.csv,vv_0p00100_wtip_0p30000\vv_0p00100_wtip_0p30000.stab,True,True,
vv_0p00100_wtip_0p40000,7,286,0.001,0.4,vv_0p00100_wtip_0p40000,13.5,vv_0p00100_wtip_0p40000\vv_0p00100_wtip_0p40000.vsp3,vv_0p00100_wtip_0p40000\vv_0p00100_wtip_0p40000_deflection.csv,vv_0p00100_wtip_0p40000\vv_0p00100_wtip_0p40000.stab,True,True,
vv_0p00100_wtip_0p50000,9,286,0.001,0.5,vv_0p00100_wtip_0p50000,13.5,vv_0p00100_wtip_0p50000\vv_0p00100_wtip_0p50000.vsp3,vv_0p00100_wtip_0p50000\vv_0p00100_wtip_0p50000_deflection.csv,vv_0p00100_wtip_0p50000\vv_0p00100_wtip_0p50000.stab,True,True,
vv_0p00100_wtip_0p60000,11,286,0.001,0.6,vv_0p00100_wtip_0p60000,13.5,vv_0p00100_wtip_0p60000\vv_0p00100_wtip_0p60000.vsp3,vv_0p00100_wtip_0p60000\vv_0p00100_wtip_0p60000_deflection.csv,vv_0p00100_wtip_0p60000\vv_0p00100_wtip_0p60000.stab,True,True,
vv_0p00100_wtip_0p70000,13,286,0.001,0.7,vv_0p00100_wtip_0p70000,13.5,vv_0p00100_wtip_0p70000\vv_0p00100_wtip_0p70000.vsp3,vv_0p00100_wtip_0p70000\vv_0p00100_wtip_0p70000_deflection.csv,vv_0p00100_wtip_0p70000\vv_0p00100_wtip_0p70000.stab,True,True,
vv_0p00100_wtip_0p80000,14,286,0.001,0.8,vv_0p00100_wtip_0p80000,13.5,vv_0p00100_wtip_0p80000\vv_0p00100_wtip_0p80000.vsp3,vv_0p00100_wtip_0p80000\vv_0p00100_wtip_0p80000_deflection.csv,vv_0p00100_wtip_0p80000\vv_0p00100_wtip_0p80000.stab,True,True,
vv_0p00100_wtip_0p90000,15,286,0.001,0.9,vv_0p00100_wtip_0p90000,13.5,vv_0p00100_wtip_0p90000\vv_0p00100_wtip_0p90000.vsp3,vv_0p00100_wtip_0p90000\vv_0p00100_wtip_0p90000_deflection.csv,vv_0p00100_wtip_0p90000\vv_0p00100_wtip_0p90000.stab,True,True,
vv_0p00100_wtip_1p00000,16,286,0.001,1.0,vv_0p00100_wtip_1p00000,13.5,vv_0p00100_wtip_1p00000\vv_0p00100_wtip_1p00000.vsp3,vv_0p00100_wtip_1p00000\vv_0p00100_wtip_1p00000_deflection.csv,vv_0p00100_wtip_1p00000\vv_0p00100_wtip_1p00000.stab,True,True,
vv_0p00100_wtip_1p10000,17,286,0.001,1.1,vv_0p00100_wtip_1p10000,13.5,vv_0p00100_wtip_1p10000\vv_0p00100_wtip_1p10000.vsp3,vv_0p00100_wtip_1p10000\vv_0p00100_wtip_1p10000_deflection.csv,vv_0p00100_wtip_1p10000\vv_0p00100_wtip_1p10000.stab,True,True,
vv_0p00100_wtip_1p20000,18,286,0.001,1.2,vv_0p00100_wtip_1p20000,13.5,vv_0p00100_wtip_1p20000\vv_0p00100_wtip_1p20000.vsp3,vv_0p00100_wtip_1p20000\vv_0p00100_wtip_1p20000_deflection.csv,vv_0p00100_wtip_1p20000\vv_0p00100_wtip_1p20000.stab,True,True,
vv_0p00100_wtip_1p30000,19,286,0.001,1.3,vv_0p00100_wtip_1p30000,13.5,vv_0p00100_wtip_1p30000\vv_0p00100_wtip_1p30000.vsp3,vv_0p00100_wtip_1p30000\vv_0p00100_wtip_1p30000_deflection.csv,vv_0p00100_wtip_1p30000\vv_0p00100_wtip_1p30000.stab,True,True,
vv_0p00100_wtip_1p40000,20,286,0.001,1.4,vv_0p00100_wtip_1p40000,13.5,vv_0p00100_wtip_1p40000\vv_0p00100_wtip_1p40000.vsp3,vv_0p00100_wtip_1p40000\vv_0p00100_wtip_1p40000_deflection.csv,vv_0p00100_wtip_1p40000\vv_0p00100_wtip_1p40000.stab,True,True,
vv_0p00100_wtip_1p50000,21,286,0.001,1.5,vv_0p00100_wtip_1p50000,13.5,vv_0p00100_wtip_1p50000\vv_0p00100_wtip_1p50000.vsp3,vv_0p00100_wtip_1p50000\vv_0p00100_wtip_1p50000_deflection.csv,vv_0p00100_wtip_1p50000\vv_0p00100_wtip_1p50000.stab,True,True,
vv_0p00100_wtip_1p60000,22,286,0.001,1.6,vv_0p00100_wtip_1p60000,13.5,vv_0p00100_wtip_1p60000\vv_0p00100_wtip_1p60000.vsp3,vv_0p00100_wtip_1p60000\vv_0p00100_wtip_1p60000_deflection.csv,vv_0p00100_wtip_1p60000\vv_0p00100_wtip_1p60000.stab,True,True,
vv_0p00100_wtip_1p70000,23,286,0.001,1.7,vv_0p00100_wtip_1p70000,13.5,vv_0p00100_wtip_1p70000\vv_0p00100_wtip_1p70000.vsp3,vv_0p00100_wtip_1p70000\vv_0p00100_wtip_1p70000_deflection.csv,vv_0p00100_wtip_1p70000\vv_0p00100_wtip_1p70000.stab,True,True,
vv_0p00100_wtip_1p80000,24,286,0.001,1.8,vv_0p00100_wtip_1p80000,13.5,vv_0p00100_wtip_1p80000\vv_0p00100_wtip_1p80000.vsp3,vv_0p00100_wtip_1p80000\vv_0p00100_wtip_1p80000_deflection.csv,vv_0p00100_wtip_1p80000\vv_0p00100_wtip_1p80000.stab,True,True,
vv_0p00100_wtip_1p90000,25,286,0.001,1.9,vv_0p00100_wtip_1p90000,13.5,vv_0p00100_wtip_1p90000\vv_0p00100_wtip_1p90000.vsp3,vv_0p00100_wtip_1p90000\vv_0p00100_wtip_1p90000_deflection.csv,vv_0p00100_wtip_1p90000\vv_0p00100_wtip_1p90000.stab,True,True,
vv_0p00100_wtip_2p00000,26,286,0.001,2.0,vv_0p00100_wtip_2p00000,13.5,vv_0p00100_wtip_2p00000\vv_0p00100_wtip_2p00000.vsp3,vv_0p00100_wtip_2p00000\vv_0p00100_wtip_2p00000_deflection.csv,vv_0p00100_wtip_2p00000\vv_0p00100_wtip_2p00000.stab,True,True,
vv_0p00150_wtip_0p00000,27,286,0.0015,0.0,vv_0p00150_wtip_0p00000,13.5,vv_0p00150_wtip_0p00000\vv_0p00150_wtip_0p00000.vsp3,vv_0p00150_wtip_0p00000\vv_0p00150_wtip_0p00000_deflection.csv,vv_0p00150_wtip_0p00000\vv_0p00150_wtip_0p00000.stab,True,True,
vv_0p00150_wtip_0p10000,28,286,0.0015,0.1,vv_0p00150_wtip_0p10000,13.5,vv_0p00150_wtip_0p10000\vv_0p00150_wtip_0p10000.vsp3,vv_0p00150_wtip_0p10000\vv_0p00150_wtip_0p10000_deflection.csv,vv_0p00150_wtip_0p10000\vv_0p00150_wtip_0p10000.stab,True,True,
vv_0p00150_wtip_0p17307,29,286,0.0015,0.17307,vv_0p00150_wtip_0p17307,13.5,vv_0p00150_wtip_0p17307\vv_0p00150_wtip_0p17307.vsp3,vv_0p00150_wtip_0p17307\vv_0p00150_wtip_0p17307_deflection.csv,vv_0p00150_wtip_0p17307\vv_0p00150_wtip_0p17307.stab,True,True,
vv_0p00150_wtip_0p20000,30,286,0.0015,0.2,vv_0p00150_wtip_0p20000,13.5,vv_0p00150_wtip_0p20000\vv_0p00150_wtip_0p20000.vsp3,vv_0p00150_wtip_0p20000\vv_0p00150_wtip_0p20000_deflection.csv,vv_0p00150_wtip_0p20000\vv_0p00150_wtip_0p20000.stab,True,True,
vv_0p00150_wtip_0p30000,31,286,0.0015,0.3,vv_0p00150_wtip_0p30000,13.5,vv_0p00150_wtip_0p30000\vv_0p00150_wtip_0p30000.vsp3,vv_0p00150_wtip_0p30000\vv_0p00150_wtip_0p30000_deflection.csv,vv_0p00150_wtip_0p30000\vv_0p00150_wtip_0p30000.stab,True,True,
vv_0p00150_wtip_0p30328,32,286,0.0015,0.30328,vv_0p00150_wtip_0p30328,13.5,vv_0p00150_wtip_0p30328\vv_0p00150_wtip_0p30328.vsp3,vv_0p00150_wtip_0p30328\vv_0p00150_wtip_0p30328_deflection.csv,vv_0p00150_wtip_0p30328\vv_0p00150_wtip_0p30328.stab,True,True,
vv_0p00150_wtip_0p40000,33,286,0.0015,0.4,vv_0p00150_wtip_0p40000,13.5,vv_0p00150_wtip_0p40000\vv_0p00150_wtip_0p40000.vsp3,vv_0p00150_wtip_0p40000\vv_0p00150_wtip_0p40000_deflection.csv,vv_0p00150_wtip_0p40000\vv_0p00150_wtip_0p40000.stab,True,True,
vv_0p00150_wtip_0p43348,34,286,0.0015,0.43348,vv_0p00150_wtip_0p43348,13.5,vv_0p00150_wtip_0p43348\vv_0p00150_wtip_0p43348.vsp3,vv_0p00150_wtip_0p43348\vv_0p00150_wtip_0p43348_deflection.csv,vv_0p00150_wtip_0p43348\vv_0p00150_wtip_0p43348.stab,True,True,
vv_0p00150_wtip_0p50000,35,286,0.0015,0.5,vv_0p00150_wtip_0p50000,13.5,vv_0p00150_wtip_0p50000\vv_0p00150_wtip_0p50000.vsp3,vv_0p00150_wtip_0p50000\vv_0p00150_wtip_0p50000_deflection.csv,vv_0p00150_wtip_0p50000\vv_0p00150_wtip_0p50000.stab,True,True,
vv_0p00150_wtip_0p56369,36,286,0.0015,0.56369,vv_0p00150_wtip_0p56369,13.5,vv_0p00150_wtip_0p56369\vv_0p00150_wtip_0p56369.vsp3,vv_0p00150_wtip_0p56369\vv_0p00150_wtip_0p56369_deflection.csv,vv_0p00150_wtip_0p56369\vv_0p00150_wtip_0p56369.stab,True,True,
vv_0p00150_wtip_0p60000,37,286,0.0015,0.6,vv_0p00150_wtip_0p60000,13.5,vv_0p00150_wtip_0p60000\vv_0p00150_wtip_0p60000.vsp3,vv_0p00150_wtip_0p60000\vv_0p00150_wtip_0p60000_deflection.csv,vv_0p00150_wtip_0p60000\vv_0p00150_wtip_0p60000.stab,True,True,
vv_0p00150_wtip_0p69390,38,286,0.0015,0.6939,vv_0p00150_wtip_0p69390,13.5,vv_0p00150_wtip_0p69390\vv_0p00150_wtip_0p69390.vsp3,vv_0p00150_wtip_0p69390\vv_0p00150_wtip_0p69390_deflection.csv,vv_0p00150_wtip_0p69390\vv_0p00150_wtip_0p69390.stab,True,True,
vv_0p00150_wtip_0p70000,39,286,0.0015,0.7,vv_0p00150_wtip_0p70000,13.5,vv_0p00150_wtip_0p70000\vv_0p00150_wtip_0p70000.vsp3,vv_0p00150_wtip_0p70000\vv_0p00150_wtip_0p70000_deflection.csv,vv_0p00150_wtip_0p70000\vv_0p00150_wtip_0p70000.stab,True,True,
vv_0p00150_wtip_0p80000,40,286,0.0015,0.8,vv_0p00150_wtip_0p80000,13.5,vv_0p00150_wtip_0p80000\vv_0p00150_wtip_0p80000.vsp3,vv_0p00150_wtip_0p80000\vv_0p00150_wtip_0p80000_deflection.csv,vv_0p00150_wtip_0p80000\vv_0p00150_wtip_0p80000.stab,True,True,
vv_0p00150_wtip_0p90000,41,286,0.0015,0.9,vv_0p00150_wtip_0p90000,13.5,vv_0p00150_wtip_0p90000\vv_0p00150_wtip_0p90000.vsp3,vv_0p00150_wtip_0p90000\vv_0p00150_wtip_0p90000_deflection.csv,vv_0p00150_wtip_0p90000\vv_0p00150_wtip_0p90000.stab,True,True,
vv_0p00150_wtip_1p00000,42,286,0.0015,1.0,vv_0p00150_wtip_1p00000,13.5,vv_0p00150_wtip_1p00000\vv_0p00150_wtip_1p00000.vsp3,vv_0p00150_wtip_1p00000\vv_0p00150_wtip_1p00000_deflection.csv,vv_0p00150_wtip_1p00000\vv_0p00150_wtip_1p00000.stab,True,True,
vv_0p00150_wtip_1p10000,43,286,0.0015,1.1,vv_0p00150_wtip_1p10000,13.5,vv_0p00150_wtip_1p10000\vv_0p00150_wtip_1p10000.vsp3,vv_0p00150_wtip_1p10000\vv_0p00150_wtip_1p10000_deflection.csv,vv_0p00150_wtip_1p10000\vv_0p00150_wtip_1p10000.stab,True,True,
vv_0p00150_wtip_1p20000,44,286,0.0015,1.2,vv_0p00150_wtip_1p20000,13.5,vv_0p00150_wtip_1p20000\vv_0p00150_wtip_1p20000.vsp3,vv_0p00150_wtip_1p20000\vv_0p00150_wtip_1p20000_deflection.csv,vv_0p00150_wtip_1p20000\vv_0p00150_wtip_1p20000.stab,True,True,
vv_0p00150_wtip_1p30000,45,286,0.0015,1.3,vv_0p00150_wtip_1p30000,13.5,vv_0p00150_wtip_1p30000\vv_0p00150_wtip_1p30000.vsp3,vv_0p00150_wtip_1p30000\vv_0p00150_wtip_1p30000_deflection.csv,vv_0p00150_wtip_1p30000\vv_0p00150_wtip_1p30000.stab,True,True,
vv_0p00150_wtip_1p40000,46,286,0.0015,1.4,vv_0p00150_wtip_1p40000,13.5,vv_0p00150_wtip_1p40000\vv_0p00150_wtip_1p40000.vsp3,vv_0p00150_wtip_1p40000\vv_0p00150_wtip_1p40000_deflection.csv,vv_0p00150_wtip_1p40000\vv_0p00150_wtip_1p40000.stab,True,True,
vv_0p00150_wtip_1p50000,47,286,0.0015,1.5,vv_0p00150_wtip_1p50000,13.5,vv_0p00150_wtip_1p50000\vv_0p00150_wtip_1p50000.vsp3,vv_0p00150_wtip_1p50000\vv_0p00150_wtip_1p50000_deflection.csv,vv_0p00150_wtip_1p50000\vv_0p00150_wtip_1p50000.stab,True,True,
vv_0p00150_wtip_1p60000,48,286,0.0015,1.6,vv_0p00150_wtip_1p60000,13.5,vv_0p00150_wtip_1p60000\vv_0p00150_wtip_1p60000.vsp3,vv_0p00150_wtip_1p60000\vv_0p00150_wtip_1p60000_deflection.csv,vv_0p00150_wtip_1p60000\vv_0p00150_wtip_1p60000.stab,True,True,
vv_0p00150_wtip_1p70000,49,286,0.0015,1.7,vv_0p00150_wtip_1p70000,13.5,vv_0p00150_wtip_1p70000\vv_0p00150_wtip_1p70000.vsp3,vv_0p00150_wtip_1p70000\vv_0p00150_wtip_1p70000_deflection.csv,vv_0p00150_wtip_1p70000\vv_0p00150_wtip_1p70000.stab,True,True,
vv_0p00150_wtip_1p80000,50,286,0.0015,1.8,vv_0p00150_wtip_1p80000,13.5,vv_0p00150_wtip_1p80000\vv_0p00150_wtip_1p80000.vsp3,vv_0p00150_wtip_1p80000\vv_0p00150_wtip_1p80000_deflection.csv,vv_0p00150_wtip_1p80000\vv_0p00150_wtip_1p80000.stab,True,True,
vv_0p00150_wtip_1p90000,51,286,0.0015,1.9,vv_0p00150_wtip_1p90000,13.5,vv_0p00150_wtip_1p90000\vv_0p00150_wtip_1p90000.vsp3,vv_0p00150_wtip_1p90000\vv_0p00150_wtip_1p90000_deflection.csv,vv_0p00150_wtip_1p90000\vv_0p00150_wtip_1p90000.stab,True,True,
vv_0p00150_wtip_2p00000,52,286,0.0015,2.0,vv_0p00150_wtip_2p00000,13.5,vv_0p00150_wtip_2p00000\vv_0p00150_wtip_2p00000.vsp3,vv_0p00150_wtip_2p00000\vv_0p00150_wtip_2p00000_deflection.csv,vv_0p00150_wtip_2p00000\vv_0p00150_wtip_2p00000.stab,True,True,
vv_0p00200_wtip_0p00000,53,286,0.002,0.0,vv_0p00200_wtip_0p00000,13.5,vv_0p00200_wtip_0p00000\vv_0p00200_wtip_0p00000.vsp3,vv_0p00200_wtip_0p00000\vv_0p00200_wtip_0p00000_deflection.csv,vv_0p00200_wtip_0p00000\vv_0p00200_wtip_0p00000.stab,True,True,
vv_0p00200_wtip_0p10000,54,286,0.002,0.1,vv_0p00200_wtip_0p10000,13.5,vv_0p00200_wtip_0p10000\vv_0p00200_wtip_0p10000.vsp3,vv_0p00200_wtip_0p10000\vv_0p00200_wtip_0p10000_deflection.csv,vv_0p00200_wtip_0p10000\vv_0p00200_wtip_0p10000.stab,True,True,
vv_0p00200_wtip_0p20000,56,286,0.002,0.2,vv_0p00200_wtip_0p20000,13.5,vv_0p00200_wtip_0p20000\vv_0p00200_wtip_0p20000.vsp3,vv_0p00200_wtip_0p20000\vv_0p00200_wtip_0p20000_deflection.csv,vv_0p00200_wtip_0p20000\vv_0p00200_wtip_0p20000.stab,True,True,
vv_0p00200_wtip_0p30000,57,286,0.002,0.3,vv_0p00200_wtip_0p30000,13.5,vv_0p00200_wtip_0p30000\vv_0p00200_wtip_0p30000.vsp3,vv_0p00200_wtip_0p30000\vv_0p00200_wtip_0p30000_deflection.csv,vv_0p00200_wtip_0p30000\vv_0p00200_wtip_0p30000.stab,True,True,
vv_0p00200_wtip_0p40000,59,286,0.002,0.4,vv_0p00200_wtip_0p40000,13.5,vv_0p00200_wtip_0p40000\vv_0p00200_wtip_0p40000.vsp3,vv_0p00200_wtip_0p40000\vv_0p00200_wtip_0p40000_deflection.csv,vv_0p00200_wtip_0p40000\vv_0p00200_wtip_0p40000.stab,True,True,
vv_0p00200_wtip_0p50000,61,286,0.002,0.5,vv_0p00200_wtip_0p50000,13.5,vv_0p00200_wtip_0p50000\vv_0p00200_wtip_0p50000.vsp3,vv_0p00200_wtip_0p50000\vv_0p00200_wtip_0p50000_deflection.csv,vv_0p00200_wtip_0p50000\vv_0p00200_wtip_0p50000.stab,True,True,
vv_0p00200_wtip_0p60000,63,286,0.002,0.6,vv_0p00200_wtip_0p60000,13.5,vv_0p00200_wtip_0p60000\vv_0p00200_wtip_0p60000.vsp3,vv_0p00200_wtip_0p60000\vv_0p00200_wtip_0p60000_deflection.csv,vv_0p00200_wtip_0p60000\vv_0p00200_wtip_0p60000.stab,True,True,
vv_0p00200_wtip_0p70000,65,286,0.002,0.7,vv_0p00200_wtip_0p70000,13.5,vv_0p00200_wtip_0p70000\vv_0p00200_wtip_0p70000.vsp3,vv_0p00200_wtip_0p70000\vv_0p00200_wtip_0p70000_deflection.csv,vv_0p00200_wtip_0p70000\vv_0p00200_wtip_0p70000.stab,True,True,
vv_0p00200_wtip_0p80000,66,286,0.002,0.8,vv_0p00200_wtip_0p80000,13.5,vv_0p00200_wtip_0p80000\vv_0p00200_wtip_0p80000.vsp3,vv_0p00200_wtip_0p80000\vv_0p00200_wtip_0p80000_deflection.csv,vv_0p00200_wtip_0p80000\vv_0p00200_wtip_0p80000.stab,True,True,
vv_0p00200_wtip_0p90000,67,286,0.002,0.9,vv_0p00200_wtip_0p90000,13.5,vv_0p00200_wtip_0p90000\vv_0p00200_wtip_0p90000.vsp3,vv_0p00200_wtip_0p90000\vv_0p00200_wtip_0p90000_deflection.csv,vv_0p00200_wtip_0p90000\vv_0p00200_wtip_0p90000.stab,True,True,
vv_0p00200_wtip_1p00000,68,286,0.002,1.0,vv_0p00200_wtip_1p00000,13.5,vv_0p00200_wtip_1p00000\vv_0p00200_wtip_1p00000.vsp3,vv_0p00200_wtip_1p00000\vv_0p00200_wtip_1p00000_deflection.csv,vv_0p00200_wtip_1p00000\vv_0p00200_wtip_1p00000.stab,True,True,
vv_0p00200_wtip_1p10000,69,286,0.002,1.1,vv_0p00200_wtip_1p10000,13.5,vv_0p00200_wtip_1p10000\vv_0p00200_wtip_1p10000.vsp3,vv_0p00200_wtip_1p10000\vv_0p00200_wtip_1p10000_deflection.csv,vv_0p00200_wtip_1p10000\vv_0p00200_wtip_1p10000.stab,True,True,
vv_0p00200_wtip_1p20000,70,286,0.002,1.2,vv_0p00200_wtip_1p20000,13.5,vv_0p00200_wtip_1p20000\vv_0p00200_wtip_1p20000.vsp3,vv_0p00200_wtip_1p20000\vv_0p00200_wtip_1p20000_deflection.csv,vv_0p00200_wtip_1p20000\vv_0p00200_wtip_1p20000.stab,True,True,
vv_0p00200_wtip_1p30000,71,286,0.002,1.3,vv_0p00200_wtip_1p30000,13.5,vv_0p00200_wtip_1p30000\vv_0p00200_wtip_1p30000.vsp3,vv_0p00200_wtip_1p30000\vv_0p00200_wtip_1p30000_deflection.csv,vv_0p00200_wtip_1p30000\vv_0p00200_wtip_1p30000.stab,True,True,
vv_0p00200_wtip_1p40000,72,286,0.002,1.4,vv_0p00200_wtip_1p40000,13.5,vv_0p00200_wtip_1p40000\vv_0p00200_wtip_1p40000.vsp3,vv_0p00200_wtip_1p40000\vv_0p00200_wtip_1p40000_deflection.csv,vv_0p00200_wtip_1p40000\vv_0p00200_wtip_1p40000.stab,True,True,
vv_0p00200_wtip_1p50000,73,286,0.002,1.5,vv_0p00200_wtip_1p50000,13.5,vv_0p00200_wtip_1p50000\vv_0p00200_wtip_1p50000.vsp3,vv_0p00200_wtip_1p50000\vv_0p00200_wtip_1p50000_deflection.csv,vv_0p00200_wtip_1p50000\vv_0p00200_wtip_1p50000.stab,True,True,
