case,case_index,case_count,Vv,tip_deflection,case_dir,gamma_semispan,vsp3_path,deflection_csv_path,stab_path,passed,vspaero_passed,error
vv_0p00200_wtip_1p60000,74,286,0.002,1.6,vv_0p00200_wtip_1p60000,13.5,vv_0p00200_wtip_1p60000\vv_0p00200_wtip_1p60000.vsp3,vv_0p00200_wtip_1p60000\vv_0p00200_wtip_1p60000_deflection.csv,vv_0p00200_wtip_1p60000\vv_0p00200_wtip_1p60000.stab,True,True,
vv_0p00200_wtip_1p70000,75,286,0.002,1.7,vv_0p00200_wtip_1p70000,13.5,vv_0p00200_wtip_1p70000\vv_0p00200_wtip_1p70000.vsp3,vv_0p00200_wtip_1p70000\vv_0p00200_wtip_1p70000_deflection.csv,vv_0p00200_wtip_1p70000\vv_0p00200_wtip_1p70000.stab,True,True,
vv_0p00200_wtip_1p80000,76,286,0.002,1.8,vv_0p00200_wtip_1p80000,13.5,vv_0p00200_wtip_1p80000\vv_0p00200_wtip_1p80000.vsp3,vv_0p00200_wtip_1p80000\vv_0p00200_wtip_1p80000_deflection.csv,vv_0p00200_wtip_1p80000\vv_0p00200_wtip_1p80000.stab,True,True,
vv_0p00200_wtip_1p90000,77,286,0.002,1.9,vv_0p00200_wtip_1p90000,13.5,vv_0p00200_wtip_1p90000\vv_0p00200_wtip_1p90000.vsp3,vv_0p00200_wtip_1p90000\vv_0p00200_wtip_1p90000_deflection.csv,vv_0p00200_wtip_1p90000\vv_0p00200_wtip_1p90000.stab,True,True,
vv_0p00200_wtip_2p00000,78,286,0.002,2.0,vv_0p00200_wtip_2p00000,13.5,vv_0p00200_wtip_2p00000\vv_0p00200_wtip_2p00000.vsp3,vv_0p00200_wtip_2p00000\vv_0p00200_wtip_2p00000_deflection.csv,vv_0p00200_wtip_2p00000\vv_0p00200_wtip_2p00000.stab,True,True,
vv_0p00250_wtip_0p00000,79,286,0.0025,0.0,vv_0p00250_wtip_0p00000,13.5,vv_0p00250_wtip_0p00000\vv_0p00250_wtip_0p00000.vsp3,vv_0p00250_wtip_0p00000\vv_0p00250_wtip_0p00000_deflection.csv,vv_0p00250_wtip_0p00000\vv_0p00250_wtip_0p00000.stab,True,True,
vv_0p00250_wtip_0p10000,80,286,0.0025,0.1,vv_0p00250_wtip_0p10000,13.5,vv_0p00250_wtip_0p10000\vv_0p00250_wtip_0p10000.vsp3,vv_0p00250_wtip_0p10000\vv_0p00250_wtip_0p10000_deflection.csv,vv_0p00250_wtip_0p10000\vv_0p00250_wtip_0p10000.stab,True,True,
vv_0p00250_wtip_0p17307,81,286,0.0025,0.17307,vv_0p00250_wtip_0p17307,13.5,vv_0p00250_wtip_0p17307\vv_0p00250_wtip_0p17307.vsp3,vv_0p00250_wtip_0p17307\vv_0p00250_wtip_0p17307_deflection.csv,vv_0p00250_wtip_0p17307\vv_0p00250_wtip_0p17307.stab,True,True,
vv_0p00250_wtip_0p20000,82,286,0.0025,0.2,vv_0p00250_wtip_0p20000,13.5,vv_0p00250_wtip_0p20000\vv_0p00250_wtip_0p20000.vsp3,vv_0p00250_wtip_0p20000\vv_0p00250_wtip_0p20000_deflection.csv,vv_0p00250_wtip_0p20000\vv_0p00250_wtip_0p20000.stab,True,True,
vv_0p00250_wtip_0p30000,83,286,0.0025,0.3,vv_0p00250_wtip_0p30000,13.5,vv_0p00250_wtip_0p30000\vv_0p00250_wtip_0p30000.vsp3,vv_0p00250_wtip_0p30000\vv_0p00250_wtip_0p30000_deflection.csv,vv_0p00250_wtip_0p30000\vv_0p00250_wtip_0p30000.stab,True,True,
vv_0p00250_wtip_0p30328,84,286,0.0025,0.30328,vv_0p00250_wtip_0p30328,13.5,vv_0p00250_wtip_0p30328\vv_0p00250_wtip_0p30328.vsp3,vv_0p00250_wtip_0p30328\vv_0p00250_wtip_0p30328_deflection.csv,vv_0p00250_wtip_0p30328\vv_0p00250_wtip_0p30328.stab,True,True,
vv_0p00250_wtip_0p40000,85,286,0.0025,0.4,vv_0p00250_wtip_0p40000,13.5,vv_0p00250_wtip_0p40000\vv_0p00250_wtip_0p40000.vsp3,vv_0p00250_wtip_0p40000\vv_0p00250_wtip_0p40000_deflection.csv,vv_0p00250_wtip_0p40000\vv_0p00250_wtip_0p40000.stab,True,True,
vv_0p00250_wtip_0p43348,86,286,0.0025,0.43348,vv_0p00250_wtip_0p43348,13.5,vv_0p00250_wtip_0p43348\vv_0p00250_wtip_0p43348.vsp3,vv_0p00250_wtip_0p43348\vv_0p00250_wtip_0p43348_deflection.csv,vv_0p00250_wtip_0p43348\vv_0p00250_wtip_0p43348.stab,True,True,
vv_0p00250_wtip_0p50000,87,286,0.0025,0.5,vv_0p00250_wtip_0p50000,13.5,vv_0p00250_wtip_0p50000\vv_0p00250_wtip_0p50000.vsp3,vv_0p00250_wtip_0p50000\vv_0p00250_wtip_0p50000_deflection.csv,vv_0p00250_wtip_0p50000\vv_0p00250_wtip_0p50000.stab,True,True,
vv_0p00250_wtip_0p56369,88,286,0.0025,0.56369,vv_0p00250_wtip_0p56369,13.5,vv_0p00250_wtip_0p56369\vv_0p00250_wtip_0p56369.vsp3,vv_0p00250_wtip_0p56369\vv_0p00250_wtip_0p56369_deflection.csv,vv_0p00250_wtip_0p56369\vv_0p00250_wtip_0p56369.stab,True,True,
vv_0p00250_wtip_0p60000,89,286,0.0025,0.6,vv_0p00250_wtip_0p60000,13.5,vv_0p00250_wtip_0p60000\vv_0p00250_wtip_0p60000.vsp3,vv_0p00250_wtip_0p60000\vv_0p00250_wtip_0p60000_deflection.csv,vv_0p00250_wtip_0p60000\vv_0p00250_wtip_0p60000.stab,True,True,
vv_0p00250_wtip_0p69390,90,286,0.0025,0.6939,vv_0p00250_wtip_0p69390,13.5,vv_0p00250_wtip_0p69390\vv_0p00250_wtip_0p69390.vsp3,vv_0p00250_wtip_0p69390\vv_0p00250_wtip_0p69390_deflection.csv,vv_0p00250_wtip_0p69390\vv_0p00250_wtip_0p69390.stab,True,True,
vv_0p00250_wtip_0p70000,91,286,0.0025,0.7,vv_0p00250_wtip_0p70000,13.5,vv_0p00250_wtip_0p70000\vv_0p00250_wtip_0p70000.vsp3,vv_0p00250_wtip_0p70000\vv_0p00250_wtip_0p70000_deflection.csv,vv_0p00250_wtip_0p70000\vv_0p00250_wtip_0p70000.stab,True,True,
vv_0p00250_wtip_0p80000,92,286,0.0025,0.8,vv_0p00250_wtip_0p80000,13.5,vv_0p00250_wtip_0p80000\vv_0p00250_wtip_0p80000.vsp3,vv_0p00250_wtip_0p80000\vv_0p00250_wtip_0p80000_deflection.csv,vv_0p00250_wtip_0p80000\vv_0p00250_wtip_0p80000.stab,True,True,
vv_0p00250_wtip_0p90000,93,286,0.0025,0.9,vv_0p00250_wtip_0p90000,13.5,vv_0p00250_wtip_0p90000\vv_0p00250_wtip_0p90000.vsp3,vv_0p00250_wtip_0p90000\vv_0p00250_wtip_0p90000_deflection.csv,vv_0p00250_wtip_0p90000\vv_0p00250_wtip_0p90000.stab,True,True,
vv_0p00250_wtip_1p00000,94,286,0.0025,1.0,vv_0p00250_wtip_1p00000,13.5,vv_0p00250_wtip_1p00000\vv_0p00250_wtip_1p00000.vsp3,vv_0p00250_wtip_1p00000\vv_0p00250_wtip_1p00000_deflection.csv,vv_0p00250_wtip_1p00000\vv_0p00250_wtip_1p00000.stab,True,True,
vv_0p00250_wtip_1p10000,95,286,0.0025,1.1,vv_0p00250_wtip_1p10000,13.5,vv_0p00250_wtip_1p10000\vv_0p00250_wtip_1p10000.vsp3,vv_0p00250_wtip_1p10000\vv_0p00250_wtip_1p10000_deflection.csv,vv_0p00250_wtip_1p10000\vv_0p00250_wtip_1p10000.stab,True,True,
vv_0p00250_wtip_1p20000,96,286,0.0025,1.2,vv_0p00250_wtip_1p20000,13.5,vv_0p00250_wtip_1p20000\vv_0p00250_wtip_1p20000.vsp3,vv_0p00250_wtip_1p20000\vv_0p00250_wtip_1p20000_deflection.csv,vv_0p00250_wtip_1p20000\vv_0p00250_wtip_1p20000.stab,True,True,
vv_0p00250_wtip_1p30000,97,286,0.0025,1.3,vv_0p00250_wtip_1p30000,13.5,vv_0p00250_wtip_1p30000\vv_0p00250_wtip_1p30000.vsp3,vv_0p00250_wtip_1p30000\vv_0p00250_wtip_1p30000_deflection.csv,vv_0p00250_wtip_1p30000\vv_0p00250_wtip_1p30000.stab,True,True,
vv_0p00250_wtip_1p40000,98,286,0.0025,1.4,vv_0p00250_wtip_1p40000,13.5,vv_0p00250_wtip_1p40000\vv_0p00250_wtip_1p40000.vsp3,vv_0p00250_wtip_1p40000\vv_0p00250_wtip_1p40000_deflection.csv,vv_0p00250_wtip_1p40000\vv_0p00250_wtip_1p40000.stab,True,True,
vv_0p00250_wtip_1p50000,99,286,0.0025,1.5,vv_0p00250_wtip_1p50000,13.5,vv_0p00250_wtip_1p50000\vv_0p00250_wtip_1p50000.vsp3,vv_0p00250_wtip_1p50000\vv_0p00250_wtip_1p50000_deflection.csv,vv_0p00250_wtip_1p50000\vv_0p00250_wtip_1p50000.stab,True,True,
vv_0p00250_wtip_1p60000,100,286,0.0025,1.6,vv_0p00250_wtip_1p60000,13.5,vv_0p00250_wtip_1p60000\vv_0p00250_wtip_1p60000.vsp3,vv_0p00250_wtip_1p60000\vv_0p00250_wtip_1p60000_deflection.csv,vv_0p00250_wtip_1p60000\vv_0p00250_wtip_1p60000.stab,True,True,
vv_0p00250_wtip_1p70000,101,286,0.0025,1.7,vv_0p00250_wtip_1p70000,13.5,vv_0p00250_wtip_1p70000\vv_0p00250_wtip_1p70000.vsp3,vv_0p00250_wtip_1p70000\vv_0p00250_wtip_1p70000_deflection.csv,vv_0p00250_wtip_1p70000\vv_0p00250_wtip_1p70000.stab,True,True,
vv_0p00250_wtip_1p80000,102,286,0.0025,1.8,vv_0p00250_wtip_1p80000,13.5,vv_0p00250_wtip_1p80000\vv_0p00250_wtip_1p80000.vsp3,vv_0p00250_wtip_1p80000\vv_0p00250_wtip_1p80000_deflection.csv,vv_0p00250_wtip_1p80000\vv_0p00250_wtip_1p80000.stab,True,True,
vv_0p00250_wtip_1p90000,103,286,0.0025,1.9,vv_0p00250_wtip_1p90000,13.5,vv_0p00250_wtip_1p90000\vv_0p00250_wtip_1p90000.vsp3,vv_0p00250_wtip_1p90000\vv_0p00250_wtip_1p90000_deflection.csv,vv_0p00250_wtip_1p90000\vv_0p00250_wtip_1p90000.stab,True,True,
vv_0p00250_wtip_2p00000,104,286,0.0025,2.0,vv_0p00250_wtip_2p00000,13.5,vv_0p00250_wtip_2p00000\vv_0p00250_wtip_2p00000.vsp3,vv_0p00250_wtip_2p00000\vv_0p00250_wtip_2p00000_deflection.csv,vv_0p00250_wtip_2p00000\vv_0p00250_wtip_2p00000.stab,True,True,
vv_0p00300_wtip_0p00000,105,286,0.003,0.0,vv_0p00300_wtip_0p00000,13.5,vv_0p00300_wtip_0p00000\vv_0p00300_wtip_0p00000.vsp3,vv_0p00300_wtip_0p00000\vv_0p00300_wtip_0p00000_deflection.csv,vv_0p00300_wtip_0p00000\vv_0p00300_wtip_0p00000.stab,True,True,
vv_0p00300_wtip_0p10000,106,286,0.003,0.1,vv_0p00300_wtip_0p10000,13.5,vv_0p00300_wtip_0p10000\vv_0p00300_wtip_0p10000.vsp3,vv_0p00300_wtip_0p10000\vv_0p00300_wtip_0p10000_deflection.csv,vv_0p00300_wtip_0p10000\vv_0p00300_wtip_0p10000.stab,True,True,
vv_0p00300_wtip_0p20000,108,286,0.003,0.2,vv_0p00300_wtip_0p20000,13.5,vv_0p00300_wtip_0p20000\vv_0p00300_wtip_0p20000.vsp3,vv_0p00300_wtip_0p20000\vv_0p00300_wtip_0p20000_deflection.csv,vv_0p00300_wtip_0p20000\vv_0p00300_wtip_0p20000.stab,True,True,
vv_0p00300_wtip_0p30000,109,286,0.003,0.3,vv_0p00300_wtip_0p30000,13.5,vv_0p00300_wtip_0p30000\vv_0p00300_wtip_0p30000.vsp3,vv_0p00300_wtip_0p30000\vv_0p00300_wtip_0p30000_deflection.csv,vv_0p00300_wtip_0p30000\vv_0p00300_wtip_0p30000.stab,True,True,
vv_0p00300_wtip_0p40000,111,286,0.003,0.4,vv_0p00300_wtip_0p40000,13.5,vv_0p00300_wtip_0p40000\vv_0p00300_wtip_0p40000.vsp3,vv_0p00300_wtip_0p40000\vv_0p00300_wtip_0p40000_deflection.csv,vv_0p00300_wtip_0p40000\vv_0p00300_wtip_0p40000.stab,True,True,
vv_0p00300_wtip_0p50000,113,286,0.003,0.5,vv_0p00300_wtip_0p50000,13.5,vv_0p00300_wtip_0p50000\vv_0p00300_wtip_0p50000.vsp3,vv_0p00300_wtip_0p50000\vv_0p00300_wtip_0p50000_deflection.csv,vv_0p00300_wtip_0p50000\vv_0p00300_wtip_0p50000.stab,True,True,
vv_0p00300_wtip_0p60000,115,286,0.003,0.6,vv_0p00300_wtip_0p60000,13.5,vv_0p00300_wtip_0p60000\vv_0p00300_wtip_0p60000.vsp3,vv_0p00300_wtip_0p60000\vv_0p00300_wtip_0p60000_deflection.csv,vv_0p00300_wtip_0p60000\vv_0p00300_wtip_0p60000.stab,True,True,
vv_0p00300_wtip_0p70000,117,286,0.003,0.7,vv_0p00300_wtip_0p70000,13.5,vv_0p00300_wtip_0p70000\vv_0p00300_wtip_0p70000.vsp3,vv_0p00300_wtip_0p70000\vv_0p00300_wtip_0p70000_deflection.csv,vv_0p00300_wtip_0p70000\vv_0p00300_wtip_0p70000.stab,True,True,
vv_0p00300_wtip_0p80000,118,286,0.003,0.8,vv_0p00300_wtip_0p80000,13.5,vv_0p00300_wtip_0p80000\vv_0p00300_wtip_0p80000.vsp3,vv_0p00300_wtip_0p80000\vv_0p00300_wtip_0p80000_deflection.csv,vv_0p00300_wtip_0p80000\vv_0p00300_wtip_0p80000.stab,True,True,
vv_0p00300_wtip_0p90000,119,286,0.003,0.9,vv_0p00300_wtip_0p90000,13.5,vv_0p00300_wtip_0p90000\vv_0p00300_wtip_0p90000.vsp3,vv_0p00300_wtip_0p90000\vv_0p00300_wtip_0p90000_deflection.csv,vv_0p00300_wtip_0p90000\vv_0p00300_wtip_0p90000.stab,True,True,
vv_0p00300_wtip_1p00000,120,286,0.003,1.0,vv_0p00300_wtip_1p00000,13.5,vv_0p00300_wtip_1p00000\vv_0p00300_wtip_1p00000.vsp3,vv_0p00300_wtip_1p00000\vv_0p00300_wtip_1p00000_deflection.csv,vv_0p00300_wtip_1p00000\vv_0p00300_wtip_1p00000.stab,True,True,
vv_0p00300_wtip_1p10000,121,286,0.003,1.1,vv_0p00300_wtip_1p10000,13.5,vv_0p00300_wtip_1p10000\vv_0p00300_wtip_1p10000.vsp3,vv_0p00300_wtip_1p10000\vv_0p00300_wtip_1p10000_deflection.csv,vv_0p00300_wtip_1p10000\vv_0p00300_wtip_1p10000.stab,True,True,
vv_0p00300_wtip_1p20000,122,286,0.003,1.2,vv_0p00300_wtip_1p20000,13.5,vv_0p00300_wtip_1p20000\vv_0p00300_wtip_1p20000.vsp3,vv_0p00300_wtip_1p20000\vv_0p00300_wtip_1p20000_deflection.csv,vv_0p00300_wtip_1p20000\vv_0p00300_wtip_1p20000.stab,True,True,
vv_0p00300_wtip_1p30000,123,286,0.003,1.3,vv_0p00300_wtip_1p30000,13.5,vv_0p00300_wtip_1p30000\vv_0p00300_wtip_1p30000.vsp3,vv_0p00300_wtip_1p30000\vv_0p00300_wtip_1p30000_deflection.csv,vv_0p00300_wtip_1p30000\vv_0p00300_wtip_1p30000.stab,True,True,
vv_0p00300_wtip_1p40000,124,286,0.003,1.4,vv_0p00300_wtip_1p40000,13.5,vv_0p00300_wtip_1p40000\vv_0p00300_wtip_1p40000.vsp3,vv_0p00300_wtip_1p40000\vv_0p00300_wtip_1p40000_deflection.csv,vv_0p00300_wtip_1p40000\vv_0p00300_wtip_1p40000.stab,True,True,
vv_0p00300_wtip_1p50000,125,286,0.003,1.5,vv_0p00300_wtip_1p50000,13.5,vv_0p00300_wtip_1p50000\vv_0p00300_wtip_1p50000.vsp3,vv_0p00300_wtip_1p50000\vv_0p00300_wtip_1p50000_deflection.csv,vv_0p00300_wtip_1p50000\vv_0p00300_wtip_1p50000.stab,True,True,
vv_0p00300_wtip_1p60000,126,286,0.003,1.6,vv_0p00300_wtip_1p60000,13.5,vv_0p00300_wtip_1p60000\vv_0p00300_wtip_1p60000.vsp3,vv_0p00300_wtip_1p60000\vv_0p00300_wtip_1p60000_deflection.csv,vv_0p00300_wtip_1p60000\vv_0p00300_wtip_1p60000.stab,True,True,
vv_0p00300_wtip_1p70000,127,286,0.003,1.7,vv_0p00300_wtip_1p70000,13.5,vv_0p00300_wtip_1p70000\vv_0p00300_wtip_1p70000.vsp3,vv_0p00300_wtip_1p70000\vv_0p00300_wtip_1p70000_deflection.csv,vv_0p00300_wtip_1p70000\vv_0p00300_wtip_1p70000.stab,True,True,
vv_0p00300_wtip_1p80000,128,286,0.003,1.8,vv_0p00300_wtip_1p80000,13.5,vv_0p00300_wtip_1p80000\vv_0p00300_wtip_1p80000.vsp3,vv_0p00300_wtip_1p80000\vv_0p00300_wtip_1p80000_deflection.csv,vv_0p00300_wtip_1p80000\vv_0p00300_wtip_1p80000.stab,True,True,
vv_0p00300_wtip_1p90000,129,286,0.003,1.9,vv_0p00300_wtip_1p90000,13.5,vv_0p00300_wtip_1p90000\vv_0p00300_wtip_1p90000.vsp3,vv_0p00300_wtip_1p90000\vv_0p00300_wtip_1p90000_deflection.csv,vv_0p00300_wtip_1p90000\vv_0p00300_wtip_1p90000.stab,True,True,
vv_0p00300_wtip_2p00000,130,286,0.003,2.0,vv_0p00300_wtip_2p00000,13.5,vv_0p00300_wtip_2p00000\vv_0p00300_wtip_2p00000.vsp3,vv_0p00300_wtip_2p00000\vv_0p00300_wtip_2p00000_deflection.csv,vv_0p00300_wtip_2p00000\vv_0p00300_wtip_2p00000.stab,True,True,
vv_0p00350_wtip_0p00000,131,286,0.0035,0.0,vv_0p00350_wtip_0p00000,13.5,vv_0p00350_wtip_0p00000\vv_0p00350_wtip_0p00000.vsp3,vv_0p00350_wtip_0p00000\vv_0p00350_wtip_0p00000_deflection.csv,vv_0p00350_wtip_0p00000\vv_0p00350_wtip_0p00000.stab,True,True,
vv_0p00350_wtip_0p10000,132,286,0.0035,0.1,vv_0p00350_wtip_0p10000,13.5,vv_0p00350_wtip_0p10000\vv_0p00350_wtip_0p10000.vsp3,vv_0p00350_wtip_0p10000\vv_0p00350_wtip_0p10000_deflection.csv,vv_0p00350_wtip_0p10000\vv_0p00350_wtip_0p10000.stab,True,True,
vv_0p00350_wtip_0p17307,133,286,0.0035,0.17307,vv_0p00350_wtip_0p17307,13.5,vv_0p00350_wtip_0p17307\vv_0p00350_wtip_0p17307.vsp3,vv_0p00350_wtip_0p17307\vv_0p00350_wtip_0p17307_deflection.csv,vv_0p00350_wtip_0p17307\vv_0p00350_wtip_0p17307.stab,True,True,
vv_0p00350_wtip_0p20000,134,286,0.0035,0.2,vv_0p00350_wtip_0p20000,13.5,vv_0p00350_wtip_0p20000\vv_0p00350_wtip_0p20000.vsp3,vv_0p00350_wtip_0p20000\vv_0p00350_wtip_0p20000_deflection.csv,vv_0p00350_wtip_0p20000\vv_0p00350_wtip_0p20000.stab,True,True,
vv_0p00350_wtip_0p30000,135,286,0.0035,0.3,vv_0p00350_wtip_0p30000,13.5,vv_0p00350_wtip_0p30000\vv_0p00350_wtip_0p30000.vsp3,vv_0p00350_wtip_0p30000\vv_0p00350_wtip_0p30000_deflection.csv,vv_0p00350_wtip_0p30000\vv_0p00350_wtip_0p30000.stab,True,True,
vv_0p00350_wtip_0p30328,136,286,0.0035,0.30328,vv_0p00350_wtip_0p30328,13.5,vv_0p00350_wtip_0p30328\vv_0p00350_wtip_0p30328.vsp3,vv_0p00350_wtip_0p30328\vv_0p00350_wtip_0p30328_deflection.csv,vv_0p00350_wtip_0p30328\vv_0p00350_wtip_0p30328.stab,True,True,
vv_0p00350_wtip_0p40000,137,286,0.0035,0.4,vv_0p00350_wtip_0p40000,13.5,vv_0p00350_wtip_0p40000\vv_0p00350_wtip_0p40000.vsp3,vv_0p00350_wtip_0p40000\vv_0p00350_wtip_0p40000_deflection.csv,vv_0p00350_wtip_0p40000\vv_0p00350_wtip_0p40000.stab,True,True,
vv_0p00350_wtip_0p43348,138,286,0.0035,0.43348,vv_0p00350_wtip_0p43348,13.5,vv_0p00350_wtip_0p43348\vv_0p00350_wtip_0p43348.vsp3,vv_0p00350_wtip_0p43348\vv_0p00350_wtip_0p43348_deflection.csv,vv_0p00350_wtip_0p43348\vv_0p00350_wtip_0p43348.stab,True,True,
vv_0p00350_wtip_0p50000,139,286,0.0035,0.5,vv_0p00350_wtip_0p50000,13.5,vv_0p00350_wtip_0p50000\vv_0p00350_wtip_0p50000.vsp3,vv_0p00350_wtip_0p50000\vv_0p00350_wtip_0p50000_deflection.csv,vv_0p00350_wtip_0p50000\vv_0p00350_wtip_0p50000.stab,True,True,
vv_0p00350_wtip_0p56369,140,286,0.0035,0.56369,vv_0p00350_wtip_0p56369,13.5,vv_0p00350_wtip_0p56369\vv_0p00350_wtip_0p56369.vsp3,vv_0p00350_wtip_0p56369\vv_0p00350_wtip_0p56369_deflection.csv,vv_0p00350_wtip_0p56369\vv_0p00350_wtip_0p56369.stab,True,True,
vv_0p00350_wtip_0p60000,141,286,0.0035,0.6,vv_0p00350_wtip_0p60000,13.5,vv_0p00350_wtip_0p60000\vv_0p00350_wtip_0p60000.vsp3,vv_0p00350_wtip_0p60000\vv_0p00350_wtip_0p60000_deflection.csv,vv_0p00350_wtip_0p60000\vv_0p00350_wtip_0p60000.stab,True,True,
vv_0p00350_wtip_0p69390,142,286,0.0035,0.6939,vv_0p00350_wtip_0p69390,13.5,vv_0p00350_wtip_0p69390\vv_0p00350_wtip_0p69390.vsp3,vv_0p00350_wtip_0p69390\vv_0p00350_wtip_0p69390_deflection.csv,vv_0p00350_wtip_0p69390\vv_0p00350_wtip_0p69390.stab,True,True,
